Format,1.0B,
Memory Length,10000,Memory Length,10000,Memory Length,10000,
IntpDistance,0,IntpDistance,0,IntpDistance,0,
Trigger Address,-2251,Trigger Address,-2251,Trigger Address,-2251,
Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,
Source,CH2,Source,CH3,Source,CH4,
Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Units Div,0,Vertical Units Div,0,Vertical Units Div,0,
Vertical Units Extend Div,15,Vertical Units Extend Div,15,Vertical Units Extend Div,15,
Label, ,Label, ,Label, ,
Probe Type,0,Probe Type,0,Probe Type,0,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,Vertical Scale,5.000E-02,Vertical Scale,2.000E+00,
Vertical Position,2.840E+00,Vertical Position,2.000E-01,Vertical Position,-8.000E-02,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,
Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
SincET Mode,Real Time,SincET Mode,Real Time,SincET Mode,Real Time,
Sampling Period,5.000E-07,Sampling Period,5.000E-07,Sampling Period,5.000E-07,
Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,
Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,
Firmware,V1.09,Firmware,V1.09,Firmware,V1.09,
Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,
3.562000e-03,2.760000,3.562000e-03,-0.012000,3.562000e-03,6.160000,
3.562500e-03,2.720000,3.562500e-03,-0.016000,3.562500e-03,6.160000,
3.563000e-03,2.720000,3.563000e-03,-0.028000,3.563000e-03,6.160000,
3.563500e-03,2.720000,3.563500e-03,-0.006000,3.563500e-03,6.160000,
3.564000e-03,2.720000,3.564000e-03,-0.020000,3.564000e-03,6.160000,
3.564500e-03,2.760000,3.564500e-03,-0.024000,3.564500e-03,6.160000,
3.565000e-03,2.720000,3.565000e-03,-0.014000,3.565000e-03,6.160000,
3.565500e-03,2.720000,3.565500e-03,-0.022000,3.565500e-03,6.160000,
3.566000e-03,2.720000,3.566000e-03,-0.008000,3.566000e-03,6.160000,
3.566500e-03,2.720000,3.566500e-03,-0.014000,3.566500e-03,6.160000,
3.567000e-03,2.720000,3.567000e-03,-0.022000,3.567000e-03,6.160000,
3.567500e-03,2.760000,3.567500e-03,-0.008000,3.567500e-03,6.160000,
3.568000e-03,2.760000,3.568000e-03,-0.030000,3.568000e-03,6.160000,
3.568500e-03,2.720000,3.568500e-03,-0.028000,3.568500e-03,6.160000,
3.569000e-03,2.760000,3.569000e-03,-0.020000,3.569000e-03,6.160000,
3.569500e-03,2.760000,3.569500e-03,-0.014000,3.569500e-03,6.160000,
3.570000e-03,2.760000,3.570000e-03,-0.016000,3.570000e-03,6.160000,
3.570500e-03,2.720000,3.570500e-03,-0.024000,3.570500e-03,6.160000,
3.571000e-03,2.720000,3.571000e-03,-0.012000,3.571000e-03,6.160000,
3.571500e-03,2.720000,3.571500e-03,-0.006000,3.571500e-03,6.160000,
3.572000e-03,2.720000,3.572000e-03,-0.016000,3.572000e-03,6.160000,
3.572500e-03,2.720000,3.572500e-03,-0.014000,3.572500e-03,6.160000,
3.573000e-03,2.760000,3.573000e-03,-0.032000,3.573000e-03,6.160000,
3.573500e-03,2.720000,3.573500e-03,-0.008000,3.573500e-03,6.160000,
3.574000e-03,2.720000,3.574000e-03,0.004000,3.574000e-03,6.160000,
3.574500e-03,2.720000,3.574500e-03,-0.006000,3.574500e-03,6.160000,
3.575000e-03,2.720000,3.575000e-03,-0.020000,3.575000e-03,6.160000,
3.575500e-03,2.720000,3.575500e-03,-0.022000,3.575500e-03,6.160000,
3.576000e-03,2.760000,3.576000e-03,-0.012000,3.576000e-03,6.160000,
3.576500e-03,2.720000,3.576500e-03,-0.022000,3.576500e-03,6.160000,
3.577000e-03,2.760000,3.577000e-03,-0.036000,3.577000e-03,6.160000,
3.577500e-03,2.720000,3.577500e-03,0.002000,3.577500e-03,6.160000,
3.578000e-03,2.720000,3.578000e-03,-0.016000,3.578000e-03,6.160000,
3.578500e-03,2.720000,3.578500e-03,-0.016000,3.578500e-03,6.160000,
3.579000e-03,2.720000,3.579000e-03,-0.004000,3.579000e-03,6.160000,
3.579500e-03,2.720000,3.579500e-03,-0.020000,3.579500e-03,6.160000,
3.580000e-03,2.720000,3.580000e-03,-0.024000,3.580000e-03,6.160000,
3.580500e-03,2.720000,3.580500e-03,-0.020000,3.580500e-03,6.160000,
3.581000e-03,2.720000,3.581000e-03,-0.022000,3.581000e-03,6.160000,
3.581500e-03,2.720000,3.581500e-03,-0.024000,3.581500e-03,6.160000,
3.582000e-03,2.720000,3.582000e-03,-0.022000,3.582000e-03,6.160000,
3.582500e-03,2.720000,3.582500e-03,-0.020000,3.582500e-03,6.160000,
3.583000e-03,2.720000,3.583000e-03,-0.016000,3.583000e-03,6.160000,
3.583500e-03,2.760000,3.583500e-03,-0.006000,3.583500e-03,6.160000,
3.584000e-03,2.720000,3.584000e-03,-0.016000,3.584000e-03,6.160000,
3.584500e-03,2.720000,3.584500e-03,-0.008000,3.584500e-03,6.160000,
3.585000e-03,2.720000,3.585000e-03,0.000000,3.585000e-03,6.160000,
3.585500e-03,2.720000,3.585500e-03,-0.004000,3.585500e-03,6.160000,
3.586000e-03,2.760000,3.586000e-03,-0.006000,3.586000e-03,6.160000,
3.586500e-03,2.720000,3.586500e-03,-0.014000,3.586500e-03,6.160000,
3.587000e-03,2.720000,3.587000e-03,0.000000,3.587000e-03,6.160000,
3.587500e-03,2.720000,3.587500e-03,-0.012000,3.587500e-03,6.160000,
3.588000e-03,2.720000,3.588000e-03,-0.004000,3.588000e-03,6.160000,
3.588500e-03,2.720000,3.588500e-03,-0.024000,3.588500e-03,6.160000,
3.589000e-03,2.720000,3.589000e-03,-0.022000,3.589000e-03,6.160000,
3.589500e-03,2.720000,3.589500e-03,0.002000,3.589500e-03,6.160000,
3.590000e-03,2.720000,3.590000e-03,-0.006000,3.590000e-03,6.160000,
3.590500e-03,2.720000,3.590500e-03,-0.016000,3.590500e-03,6.160000,
3.591000e-03,2.720000,3.591000e-03,-0.024000,3.591000e-03,6.160000,
3.591500e-03,2.760000,3.591500e-03,-0.012000,3.591500e-03,6.160000,
3.592000e-03,2.760000,3.592000e-03,-0.020000,3.592000e-03,6.160000,
3.592500e-03,2.720000,3.592500e-03,0.000000,3.592500e-03,6.160000,
3.593000e-03,2.720000,3.593000e-03,-0.006000,3.593000e-03,6.160000,
3.593500e-03,2.720000,3.593500e-03,-0.012000,3.593500e-03,6.160000,
3.594000e-03,2.760000,3.594000e-03,-0.020000,3.594000e-03,6.160000,
3.594500e-03,2.760000,3.594500e-03,0.004000,3.594500e-03,6.160000,
3.595000e-03,2.760000,3.595000e-03,0.002000,3.595000e-03,6.160000,
3.595500e-03,2.720000,3.595500e-03,-0.024000,3.595500e-03,6.160000,
3.596000e-03,2.720000,3.596000e-03,-0.014000,3.596000e-03,6.160000,
3.596500e-03,2.720000,3.596500e-03,0.004000,3.596500e-03,6.160000,
3.597000e-03,2.720000,3.597000e-03,-0.014000,3.597000e-03,6.160000,
3.597500e-03,2.720000,3.597500e-03,-0.020000,3.597500e-03,6.160000,
3.598000e-03,2.760000,3.598000e-03,-0.004000,3.598000e-03,6.160000,
3.598500e-03,2.720000,3.598500e-03,0.002000,3.598500e-03,6.160000,
3.599000e-03,2.720000,3.599000e-03,-0.016000,3.599000e-03,6.160000,
3.599500e-03,2.720000,3.599500e-03,0.000000,3.599500e-03,6.160000,
3.600000e-03,2.720000,3.600000e-03,-0.006000,3.600000e-03,6.160000,
3.600500e-03,2.720000,3.600500e-03,-0.012000,3.600500e-03,6.160000,
3.601000e-03,2.720000,3.601000e-03,0.018000,3.601000e-03,6.160000,
3.601500e-03,2.760000,3.601500e-03,0.000000,3.601500e-03,6.160000,
3.602000e-03,2.760000,3.602000e-03,-0.012000,3.602000e-03,6.160000,
3.602500e-03,2.720000,3.602500e-03,0.010000,3.602500e-03,6.160000,
3.603000e-03,2.720000,3.603000e-03,-0.014000,3.603000e-03,6.160000,
3.603500e-03,2.720000,3.603500e-03,0.000000,3.603500e-03,6.160000,
3.604000e-03,2.720000,3.604000e-03,-0.004000,3.604000e-03,6.160000,
3.604500e-03,2.720000,3.604500e-03,0.006000,3.604500e-03,6.160000,
3.605000e-03,2.760000,3.605000e-03,0.000000,3.605000e-03,6.240000,
3.605500e-03,2.760000,3.605500e-03,-0.006000,3.605500e-03,6.160000,
3.606000e-03,2.720000,3.606000e-03,0.006000,3.606000e-03,6.160000,
3.606500e-03,2.720000,3.606500e-03,-0.004000,3.606500e-03,6.160000,
3.607000e-03,2.720000,3.607000e-03,0.002000,3.607000e-03,6.160000,
3.607500e-03,2.760000,3.607500e-03,-0.016000,3.607500e-03,6.160000,
3.608000e-03,2.760000,3.608000e-03,0.000000,3.608000e-03,6.160000,
3.608500e-03,2.720000,3.608500e-03,0.000000,3.608500e-03,6.160000,
3.609000e-03,2.720000,3.609000e-03,0.002000,3.609000e-03,6.160000,
3.609500e-03,2.720000,3.609500e-03,0.004000,3.609500e-03,6.160000,
3.610000e-03,2.720000,3.610000e-03,-0.020000,3.610000e-03,6.160000,
3.610500e-03,2.720000,3.610500e-03,-0.006000,3.610500e-03,6.160000,
3.611000e-03,2.720000,3.611000e-03,-0.016000,3.611000e-03,6.160000,
3.611500e-03,2.720000,3.611500e-03,0.026000,3.611500e-03,6.160000,
3.612000e-03,2.720000,3.612000e-03,-0.012000,3.612000e-03,6.160000,
3.612500e-03,2.720000,3.612500e-03,-0.006000,3.612500e-03,6.160000,
3.613000e-03,2.720000,3.613000e-03,-0.012000,3.613000e-03,6.160000,
3.613500e-03,2.760000,3.613500e-03,0.004000,3.613500e-03,6.160000,
3.614000e-03,2.720000,3.614000e-03,0.004000,3.614000e-03,6.160000,
3.614500e-03,2.720000,3.614500e-03,0.000000,3.614500e-03,6.160000,
3.615000e-03,2.720000,3.615000e-03,0.020000,3.615000e-03,6.160000,
3.615500e-03,2.720000,3.615500e-03,-0.012000,3.615500e-03,6.160000,
3.616000e-03,2.760000,3.616000e-03,-0.006000,3.616000e-03,6.160000,
3.616500e-03,2.720000,3.616500e-03,0.010000,3.616500e-03,6.160000,
3.617000e-03,2.720000,3.617000e-03,-0.012000,3.617000e-03,6.160000,
3.617500e-03,2.720000,3.617500e-03,-0.004000,3.617500e-03,6.160000,
3.618000e-03,2.760000,3.618000e-03,-0.030000,3.618000e-03,6.160000,
3.618500e-03,2.760000,3.618500e-03,-0.006000,3.618500e-03,6.160000,
3.619000e-03,2.760000,3.619000e-03,-0.004000,3.619000e-03,6.160000,
3.619500e-03,2.720000,3.619500e-03,0.012000,3.619500e-03,6.160000,
3.620000e-03,2.720000,3.620000e-03,0.006000,3.620000e-03,6.160000,
3.620500e-03,2.720000,3.620500e-03,-0.004000,3.620500e-03,6.160000,
3.621000e-03,2.720000,3.621000e-03,0.000000,3.621000e-03,6.160000,
3.621500e-03,2.720000,3.621500e-03,-0.016000,3.621500e-03,6.160000,
3.622000e-03,2.720000,3.622000e-03,-0.004000,3.622000e-03,6.160000,
3.622500e-03,2.760000,3.622500e-03,-0.008000,3.622500e-03,6.160000,
3.623000e-03,2.720000,3.623000e-03,0.012000,3.623000e-03,6.160000,
3.623500e-03,2.720000,3.623500e-03,-0.020000,3.623500e-03,6.160000,
3.624000e-03,2.720000,3.624000e-03,-0.008000,3.624000e-03,6.160000,
3.624500e-03,2.760000,3.624500e-03,0.004000,3.624500e-03,6.160000,
3.625000e-03,2.720000,3.625000e-03,0.004000,3.625000e-03,6.160000,
3.625500e-03,2.760000,3.625500e-03,-0.008000,3.625500e-03,6.160000,
3.626000e-03,2.720000,3.626000e-03,0.002000,3.626000e-03,6.160000,
3.626500e-03,2.720000,3.626500e-03,-0.014000,3.626500e-03,6.160000,
3.627000e-03,2.720000,3.627000e-03,-0.028000,3.627000e-03,6.160000,
3.627500e-03,2.760000,3.627500e-03,0.012000,3.627500e-03,6.160000,
3.628000e-03,2.760000,3.628000e-03,-0.012000,3.628000e-03,6.160000,
3.628500e-03,2.720000,3.628500e-03,-0.008000,3.628500e-03,6.160000,
3.629000e-03,2.720000,3.629000e-03,-0.008000,3.629000e-03,6.160000,
3.629500e-03,2.760000,3.629500e-03,-0.028000,3.629500e-03,6.160000,
3.630000e-03,2.760000,3.630000e-03,-0.016000,3.630000e-03,6.160000,
3.630500e-03,2.760000,3.630500e-03,-0.006000,3.630500e-03,6.160000,
3.631000e-03,2.760000,3.631000e-03,0.004000,3.631000e-03,6.160000,
3.631500e-03,2.760000,3.631500e-03,-0.022000,3.631500e-03,6.160000,
3.632000e-03,2.760000,3.632000e-03,-0.004000,3.632000e-03,6.160000,
3.632500e-03,2.760000,3.632500e-03,0.012000,3.632500e-03,6.160000,
3.633000e-03,2.760000,3.633000e-03,-0.014000,3.633000e-03,6.160000,
3.633500e-03,2.760000,3.633500e-03,0.002000,3.633500e-03,6.160000,
3.634000e-03,2.720000,3.634000e-03,-0.004000,3.634000e-03,6.160000,
3.634500e-03,2.760000,3.634500e-03,-0.004000,3.634500e-03,6.160000,
3.635000e-03,2.760000,3.635000e-03,0.002000,3.635000e-03,6.160000,
3.635500e-03,2.760000,3.635500e-03,0.000000,3.635500e-03,6.160000,
3.636000e-03,2.760000,3.636000e-03,-0.016000,3.636000e-03,6.160000,
3.636500e-03,2.760000,3.636500e-03,-0.004000,3.636500e-03,6.160000,
3.637000e-03,2.760000,3.637000e-03,-0.008000,3.637000e-03,6.160000,
3.637500e-03,2.720000,3.637500e-03,0.002000,3.637500e-03,6.160000,
3.638000e-03,2.720000,3.638000e-03,-0.022000,3.638000e-03,6.160000,
3.638500e-03,2.720000,3.638500e-03,-0.022000,3.638500e-03,6.160000,
3.639000e-03,2.720000,3.639000e-03,-0.014000,3.639000e-03,6.160000,
3.639500e-03,2.720000,3.639500e-03,-0.012000,3.639500e-03,6.160000,
3.640000e-03,2.760000,3.640000e-03,-0.008000,3.640000e-03,6.160000,
3.640500e-03,2.720000,3.640500e-03,0.004000,3.640500e-03,6.160000,
3.641000e-03,2.720000,3.641000e-03,0.000000,3.641000e-03,6.080000,
3.641500e-03,2.720000,3.641500e-03,-0.006000,3.641500e-03,6.160000,
3.642000e-03,2.720000,3.642000e-03,-0.028000,3.642000e-03,6.160000,
3.642500e-03,2.720000,3.642500e-03,0.000000,3.642500e-03,6.160000,
3.643000e-03,2.720000,3.643000e-03,0.000000,3.643000e-03,6.160000,
3.643500e-03,2.720000,3.643500e-03,-0.006000,3.643500e-03,6.160000,
3.644000e-03,2.720000,3.644000e-03,-0.024000,3.644000e-03,6.160000,
3.644500e-03,2.720000,3.644500e-03,-0.014000,3.644500e-03,6.160000,
3.645000e-03,2.720000,3.645000e-03,-0.004000,3.645000e-03,6.160000,
3.645500e-03,2.720000,3.645500e-03,0.000000,3.645500e-03,6.160000,
3.646000e-03,2.720000,3.646000e-03,0.010000,3.646000e-03,6.160000,
3.646500e-03,2.720000,3.646500e-03,-0.014000,3.646500e-03,6.160000,
3.647000e-03,2.720000,3.647000e-03,-0.014000,3.647000e-03,6.160000,
3.647500e-03,2.720000,3.647500e-03,-0.004000,3.647500e-03,6.160000,
3.648000e-03,2.680000,3.648000e-03,-0.006000,3.648000e-03,6.080000,
3.648500e-03,2.720000,3.648500e-03,-0.004000,3.648500e-03,6.080000,
3.649000e-03,2.720000,3.649000e-03,-0.012000,3.649000e-03,6.080000,
3.649500e-03,2.720000,3.649500e-03,-0.024000,3.649500e-03,6.160000,
3.650000e-03,2.720000,3.650000e-03,-0.016000,3.650000e-03,6.080000,
3.650500e-03,2.720000,3.650500e-03,-0.014000,3.650500e-03,6.080000,
3.651000e-03,2.680000,3.651000e-03,-0.012000,3.651000e-03,6.080000,
3.651500e-03,2.720000,3.651500e-03,-0.022000,3.651500e-03,6.080000,
3.652000e-03,2.720000,3.652000e-03,-0.008000,3.652000e-03,6.160000,
3.652500e-03,2.720000,3.652500e-03,-0.028000,3.652500e-03,6.080000,
3.653000e-03,2.720000,3.653000e-03,-0.016000,3.653000e-03,6.080000,
3.653500e-03,2.720000,3.653500e-03,-0.020000,3.653500e-03,6.080000,
3.654000e-03,2.720000,3.654000e-03,0.006000,3.654000e-03,6.160000,
3.654500e-03,2.720000,3.654500e-03,-0.020000,3.654500e-03,6.160000,
3.655000e-03,2.720000,3.655000e-03,-0.012000,3.655000e-03,6.160000,
3.655500e-03,2.720000,3.655500e-03,-0.022000,3.655500e-03,6.080000,
3.656000e-03,2.720000,3.656000e-03,-0.016000,3.656000e-03,6.080000,
3.656500e-03,2.720000,3.656500e-03,-0.014000,3.656500e-03,6.160000,
3.657000e-03,2.720000,3.657000e-03,-0.022000,3.657000e-03,6.080000,
3.657500e-03,2.720000,3.657500e-03,-0.020000,3.657500e-03,6.080000,
3.658000e-03,2.760000,3.658000e-03,0.000000,3.658000e-03,6.160000,
3.658500e-03,2.720000,3.658500e-03,0.000000,3.658500e-03,6.080000,
3.659000e-03,2.720000,3.659000e-03,-0.008000,3.659000e-03,6.080000,
3.659500e-03,2.720000,3.659500e-03,-0.004000,3.659500e-03,6.160000,
3.660000e-03,2.720000,3.660000e-03,-0.006000,3.660000e-03,6.080000,
3.660500e-03,2.720000,3.660500e-03,0.006000,3.660500e-03,6.080000,
3.661000e-03,2.720000,3.661000e-03,-0.024000,3.661000e-03,6.080000,
3.661500e-03,2.720000,3.661500e-03,-0.008000,3.661500e-03,6.080000,
3.662000e-03,2.720000,3.662000e-03,-0.006000,3.662000e-03,6.160000,
3.662500e-03,2.720000,3.662500e-03,0.018000,3.662500e-03,6.080000,
3.663000e-03,2.760000,3.663000e-03,-0.012000,3.663000e-03,6.080000,
3.663500e-03,2.720000,3.663500e-03,0.004000,3.663500e-03,6.080000,
3.664000e-03,2.720000,3.664000e-03,0.014000,3.664000e-03,6.080000,
3.664500e-03,2.720000,3.664500e-03,0.002000,3.664500e-03,6.080000,
3.665000e-03,2.720000,3.665000e-03,-0.014000,3.665000e-03,6.080000,
3.665500e-03,2.760000,3.665500e-03,0.004000,3.665500e-03,6.080000,
3.666000e-03,2.720000,3.666000e-03,0.014000,3.666000e-03,6.080000,
3.666500e-03,2.720000,3.666500e-03,-0.008000,3.666500e-03,6.080000,
3.667000e-03,2.720000,3.667000e-03,0.006000,3.667000e-03,6.080000,
3.667500e-03,2.760000,3.667500e-03,-0.016000,3.667500e-03,6.080000,
3.668000e-03,2.720000,3.668000e-03,-0.006000,3.668000e-03,6.080000,
3.668500e-03,2.720000,3.668500e-03,-0.020000,3.668500e-03,6.080000,
3.669000e-03,2.720000,3.669000e-03,-0.006000,3.669000e-03,6.080000,
3.669500e-03,2.720000,3.669500e-03,-0.006000,3.669500e-03,6.080000,
3.670000e-03,2.720000,3.670000e-03,-0.008000,3.670000e-03,6.080000,
3.670500e-03,2.760000,3.670500e-03,-0.008000,3.670500e-03,6.080000,
3.671000e-03,2.720000,3.671000e-03,-0.004000,3.671000e-03,6.080000,
3.671500e-03,2.720000,3.671500e-03,-0.014000,3.671500e-03,6.080000,
3.672000e-03,2.720000,3.672000e-03,0.002000,3.672000e-03,6.080000,
3.672500e-03,2.720000,3.672500e-03,-0.008000,3.672500e-03,6.080000,
3.673000e-03,2.720000,3.673000e-03,-0.006000,3.673000e-03,6.080000,
3.673500e-03,2.720000,3.673500e-03,0.002000,3.673500e-03,6.080000,
3.674000e-03,2.720000,3.674000e-03,-0.020000,3.674000e-03,6.080000,
3.674500e-03,2.720000,3.674500e-03,-0.022000,3.674500e-03,6.080000,
3.675000e-03,2.720000,3.675000e-03,-0.016000,3.675000e-03,6.080000,
3.675500e-03,2.720000,3.675500e-03,-0.008000,3.675500e-03,6.080000,
3.676000e-03,2.720000,3.676000e-03,0.000000,3.676000e-03,6.080000,
3.676500e-03,2.720000,3.676500e-03,-0.028000,3.676500e-03,6.080000,
3.677000e-03,2.720000,3.677000e-03,-0.012000,3.677000e-03,6.080000,
3.677500e-03,2.720000,3.677500e-03,-0.004000,3.677500e-03,6.080000,
3.678000e-03,2.720000,3.678000e-03,0.000000,3.678000e-03,6.080000,
3.678500e-03,2.720000,3.678500e-03,-0.006000,3.678500e-03,6.080000,
3.679000e-03,2.720000,3.679000e-03,-0.014000,3.679000e-03,6.080000,
3.679500e-03,2.760000,3.679500e-03,-0.020000,3.679500e-03,6.080000,
3.680000e-03,2.760000,3.680000e-03,-0.012000,3.680000e-03,6.080000,
3.680500e-03,2.720000,3.680500e-03,-0.014000,3.680500e-03,6.080000,
3.681000e-03,2.720000,3.681000e-03,-0.030000,3.681000e-03,6.080000,
3.681500e-03,2.720000,3.681500e-03,0.002000,3.681500e-03,6.080000,
3.682000e-03,2.720000,3.682000e-03,-0.008000,3.682000e-03,6.080000,
3.682500e-03,2.720000,3.682500e-03,-0.014000,3.682500e-03,6.080000,
3.683000e-03,2.720000,3.683000e-03,-0.006000,3.683000e-03,6.080000,
3.683500e-03,2.760000,3.683500e-03,-0.012000,3.683500e-03,6.080000,
3.684000e-03,2.760000,3.684000e-03,-0.004000,3.684000e-03,6.080000,
3.684500e-03,2.720000,3.684500e-03,-0.012000,3.684500e-03,6.080000,
3.685000e-03,2.720000,3.685000e-03,-0.006000,3.685000e-03,6.080000,
3.685500e-03,2.760000,3.685500e-03,0.010000,3.685500e-03,6.080000,
3.686000e-03,2.720000,3.686000e-03,-0.008000,3.686000e-03,6.080000,
3.686500e-03,2.720000,3.686500e-03,-0.020000,3.686500e-03,6.000000,
3.687000e-03,2.720000,3.687000e-03,-0.008000,3.687000e-03,6.080000,
3.687500e-03,2.720000,3.687500e-03,-0.020000,3.687500e-03,6.080000,
3.688000e-03,2.720000,3.688000e-03,-0.012000,3.688000e-03,6.080000,
3.688500e-03,2.720000,3.688500e-03,-0.024000,3.688500e-03,6.080000,
3.689000e-03,2.720000,3.689000e-03,-0.022000,3.689000e-03,6.000000,
3.689500e-03,2.720000,3.689500e-03,-0.024000,3.689500e-03,6.000000,
3.690000e-03,2.720000,3.690000e-03,0.002000,3.690000e-03,6.000000,
3.690500e-03,2.720000,3.690500e-03,-0.030000,3.690500e-03,6.080000,
3.691000e-03,2.720000,3.691000e-03,-0.006000,3.691000e-03,6.080000,
3.691500e-03,2.720000,3.691500e-03,-0.028000,3.691500e-03,6.080000,
3.692000e-03,2.720000,3.692000e-03,-0.014000,3.692000e-03,6.080000,
3.692500e-03,2.720000,3.692500e-03,-0.008000,3.692500e-03,6.080000,
3.693000e-03,2.720000,3.693000e-03,-0.036000,3.693000e-03,6.080000,
3.693500e-03,2.760000,3.693500e-03,-0.006000,3.693500e-03,6.080000,
3.694000e-03,2.720000,3.694000e-03,-0.028000,3.694000e-03,6.080000,
3.694500e-03,2.720000,3.694500e-03,-0.024000,3.694500e-03,6.000000,
3.695000e-03,2.720000,3.695000e-03,-0.028000,3.695000e-03,6.000000,
3.695500e-03,2.720000,3.695500e-03,-0.012000,3.695500e-03,6.080000,
3.696000e-03,2.720000,3.696000e-03,0.006000,3.696000e-03,6.080000,
3.696500e-03,2.720000,3.696500e-03,-0.008000,3.696500e-03,6.080000,
3.697000e-03,2.720000,3.697000e-03,-0.028000,3.697000e-03,6.000000,
3.697500e-03,2.760000,3.697500e-03,-0.008000,3.697500e-03,6.080000,
3.698000e-03,2.720000,3.698000e-03,-0.022000,3.698000e-03,6.080000,
3.698500e-03,2.720000,3.698500e-03,-0.030000,3.698500e-03,6.000000,
3.699000e-03,2.720000,3.699000e-03,-0.012000,3.699000e-03,6.000000,
3.699500e-03,2.720000,3.699500e-03,-0.012000,3.699500e-03,6.000000,
3.700000e-03,2.720000,3.700000e-03,-0.014000,3.700000e-03,6.000000,
3.700500e-03,2.720000,3.700500e-03,-0.016000,3.700500e-03,6.000000,
3.701000e-03,2.720000,3.701000e-03,-0.006000,3.701000e-03,6.000000,
3.701500e-03,2.720000,3.701500e-03,-0.028000,3.701500e-03,6.080000,
3.702000e-03,2.760000,3.702000e-03,-0.020000,3.702000e-03,6.000000,
3.702500e-03,2.720000,3.702500e-03,0.018000,3.702500e-03,6.000000,
3.703000e-03,2.720000,3.703000e-03,-0.028000,3.703000e-03,6.000000,
3.703500e-03,2.720000,3.703500e-03,-0.016000,3.703500e-03,6.000000,
3.704000e-03,2.720000,3.704000e-03,-0.030000,3.704000e-03,6.000000,
3.704500e-03,2.720000,3.704500e-03,-0.020000,3.704500e-03,6.000000,
3.705000e-03,2.720000,3.705000e-03,-0.006000,3.705000e-03,6.000000,
3.705500e-03,2.720000,3.705500e-03,-0.016000,3.705500e-03,6.000000,
3.706000e-03,2.720000,3.706000e-03,-0.016000,3.706000e-03,6.000000,
3.706500e-03,2.720000,3.706500e-03,-0.028000,3.706500e-03,6.000000,
3.707000e-03,2.720000,3.707000e-03,-0.014000,3.707000e-03,6.000000,
3.707500e-03,2.720000,3.707500e-03,-0.006000,3.707500e-03,6.000000,
3.708000e-03,2.720000,3.708000e-03,-0.024000,3.708000e-03,6.000000,
3.708500e-03,2.720000,3.708500e-03,-0.024000,3.708500e-03,6.000000,
3.709000e-03,2.720000,3.709000e-03,-0.028000,3.709000e-03,6.000000,
3.709500e-03,2.720000,3.709500e-03,-0.014000,3.709500e-03,6.000000,
3.710000e-03,2.760000,3.710000e-03,-0.020000,3.710000e-03,6.000000,
3.710500e-03,2.760000,3.710500e-03,-0.028000,3.710500e-03,6.000000,
3.711000e-03,2.760000,3.711000e-03,-0.016000,3.711000e-03,6.000000,
3.711500e-03,2.720000,3.711500e-03,-0.016000,3.711500e-03,6.000000,
3.712000e-03,2.720000,3.712000e-03,-0.028000,3.712000e-03,6.000000,
3.712500e-03,2.720000,3.712500e-03,-0.008000,3.712500e-03,6.000000,
3.713000e-03,2.720000,3.713000e-03,0.010000,3.713000e-03,6.000000,
3.713500e-03,2.760000,3.713500e-03,-0.006000,3.713500e-03,6.000000,
3.714000e-03,2.760000,3.714000e-03,-0.012000,3.714000e-03,6.000000,
3.714500e-03,2.720000,3.714500e-03,-0.012000,3.714500e-03,6.000000,
3.715000e-03,2.720000,3.715000e-03,-0.004000,3.715000e-03,6.000000,
3.715500e-03,2.720000,3.715500e-03,-0.016000,3.715500e-03,6.000000,
3.716000e-03,2.720000,3.716000e-03,-0.012000,3.716000e-03,6.000000,
3.716500e-03,2.760000,3.716500e-03,0.002000,3.716500e-03,6.000000,
3.717000e-03,2.760000,3.717000e-03,-0.004000,3.717000e-03,6.000000,
3.717500e-03,2.720000,3.717500e-03,-0.020000,3.717500e-03,6.000000,
3.718000e-03,2.760000,3.718000e-03,0.000000,3.718000e-03,6.000000,
3.718500e-03,2.760000,3.718500e-03,-0.014000,3.718500e-03,6.000000,
3.719000e-03,2.760000,3.719000e-03,-0.014000,3.719000e-03,6.000000,
3.719500e-03,2.760000,3.719500e-03,-0.020000,3.719500e-03,6.000000,
3.720000e-03,2.720000,3.720000e-03,-0.022000,3.720000e-03,6.000000,
3.720500e-03,2.720000,3.720500e-03,-0.004000,3.720500e-03,6.000000,
3.721000e-03,2.720000,3.721000e-03,0.002000,3.721000e-03,6.000000,
3.721500e-03,2.720000,3.721500e-03,-0.030000,3.721500e-03,6.000000,
3.722000e-03,2.760000,3.722000e-03,-0.014000,3.722000e-03,6.000000,
