Format,1.0B,
Memory Length,10000,Memory Length,10000,Memory Length,10000,
IntpDistance,0,IntpDistance,0,IntpDistance,0,
Trigger Address,-2251,Trigger Address,-2251,Trigger Address,-2251,
Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,
Source,CH2,Source,CH3,Source,CH4,
Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Units Div,0,Vertical Units Div,0,Vertical Units Div,0,
Vertical Units Extend Div,15,Vertical Units Extend Div,15,Vertical Units Extend Div,15,
Label, ,Label, ,Label, ,
Probe Type,0,Probe Type,0,Probe Type,0,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,Vertical Scale,5.000E-02,Vertical Scale,2.000E+00,
Vertical Position,2.840E+00,Vertical Position,2.000E-01,Vertical Position,-8.000E-02,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,
Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
SincET Mode,Real Time,SincET Mode,Real Time,SincET Mode,Real Time,
Sampling Period,5.000E-07,Sampling Period,5.000E-07,Sampling Period,5.000E-07,
Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,
Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,
Firmware,V1.09,Firmware,V1.09,Firmware,V1.09,
Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,
2.600000e-03,2.720000,2.600000e-03,0.028000,2.600000e-03,4.320000,
2.600500e-03,2.720000,2.600500e-03,0.026000,2.600500e-03,4.320000,
2.601000e-03,2.720000,2.601000e-03,0.022000,2.601000e-03,4.320000,
2.601500e-03,2.760000,2.601500e-03,0.028000,2.601500e-03,4.320000,
2.602000e-03,2.760000,2.602000e-03,0.036000,2.602000e-03,4.400000,
2.602500e-03,2.760000,2.602500e-03,0.020000,2.602500e-03,4.400000,
2.603000e-03,2.720000,2.603000e-03,0.028000,2.603000e-03,4.320000,
2.603500e-03,2.720000,2.603500e-03,0.022000,2.603500e-03,4.320000,
2.604000e-03,2.760000,2.604000e-03,0.018000,2.604000e-03,4.400000,
2.604500e-03,2.760000,2.604500e-03,0.026000,2.604500e-03,4.400000,
2.605000e-03,2.760000,2.605000e-03,0.020000,2.605000e-03,4.400000,
2.605500e-03,2.760000,2.605500e-03,0.028000,2.605500e-03,4.400000,
2.606000e-03,2.760000,2.606000e-03,0.026000,2.606000e-03,4.400000,
2.606500e-03,2.760000,2.606500e-03,0.030000,2.606500e-03,4.400000,
2.607000e-03,2.720000,2.607000e-03,0.020000,2.607000e-03,4.400000,
2.607500e-03,2.720000,2.607500e-03,0.018000,2.607500e-03,4.320000,
2.608000e-03,2.720000,2.608000e-03,0.026000,2.608000e-03,4.400000,
2.608500e-03,2.720000,2.608500e-03,0.020000,2.608500e-03,4.400000,
2.609000e-03,2.760000,2.609000e-03,0.028000,2.609000e-03,4.320000,
2.609500e-03,2.760000,2.609500e-03,0.028000,2.609500e-03,4.400000,
2.610000e-03,2.720000,2.610000e-03,0.028000,2.610000e-03,4.400000,
2.610500e-03,2.720000,2.610500e-03,0.020000,2.610500e-03,4.400000,
2.611000e-03,2.720000,2.611000e-03,0.020000,2.611000e-03,4.400000,
2.611500e-03,2.720000,2.611500e-03,0.020000,2.611500e-03,4.400000,
2.612000e-03,2.760000,2.612000e-03,0.026000,2.612000e-03,4.400000,
2.612500e-03,2.720000,2.612500e-03,0.022000,2.612500e-03,4.400000,
2.613000e-03,2.720000,2.613000e-03,0.020000,2.613000e-03,4.400000,
2.613500e-03,2.720000,2.613500e-03,0.020000,2.613500e-03,4.400000,
2.614000e-03,2.760000,2.614000e-03,0.026000,2.614000e-03,4.400000,
2.614500e-03,2.760000,2.614500e-03,0.020000,2.614500e-03,4.400000,
2.615000e-03,2.760000,2.615000e-03,0.020000,2.615000e-03,4.400000,
2.615500e-03,2.720000,2.615500e-03,0.010000,2.615500e-03,4.400000,
2.616000e-03,2.760000,2.616000e-03,0.020000,2.616000e-03,4.400000,
2.616500e-03,2.760000,2.616500e-03,0.014000,2.616500e-03,4.400000,
2.617000e-03,2.760000,2.617000e-03,0.020000,2.617000e-03,4.400000,
2.617500e-03,2.720000,2.617500e-03,0.014000,2.617500e-03,4.400000,
2.618000e-03,2.760000,2.618000e-03,0.014000,2.618000e-03,4.400000,
2.618500e-03,2.760000,2.618500e-03,0.014000,2.618500e-03,4.400000,
2.619000e-03,2.760000,2.619000e-03,0.034000,2.619000e-03,4.400000,
2.619500e-03,2.760000,2.619500e-03,0.018000,2.619500e-03,4.400000,
2.620000e-03,2.760000,2.620000e-03,0.018000,2.620000e-03,4.400000,
2.620500e-03,2.760000,2.620500e-03,0.020000,2.620500e-03,4.400000,
2.621000e-03,2.760000,2.621000e-03,0.014000,2.621000e-03,4.400000,
2.621500e-03,2.760000,2.621500e-03,0.014000,2.621500e-03,4.400000,
2.622000e-03,2.760000,2.622000e-03,0.012000,2.622000e-03,4.400000,
2.622500e-03,2.760000,2.622500e-03,0.020000,2.622500e-03,4.400000,
2.623000e-03,2.760000,2.623000e-03,0.014000,2.623000e-03,4.400000,
2.623500e-03,2.760000,2.623500e-03,0.014000,2.623500e-03,4.400000,
2.624000e-03,2.760000,2.624000e-03,0.006000,2.624000e-03,4.400000,
2.624500e-03,2.720000,2.624500e-03,0.026000,2.624500e-03,4.400000,
2.625000e-03,2.760000,2.625000e-03,0.006000,2.625000e-03,4.400000,
2.625500e-03,2.760000,2.625500e-03,0.014000,2.625500e-03,4.400000,
2.626000e-03,2.760000,2.626000e-03,0.014000,2.626000e-03,4.400000,
2.626500e-03,2.720000,2.626500e-03,0.018000,2.626500e-03,4.400000,
2.627000e-03,2.720000,2.627000e-03,0.010000,2.627000e-03,4.400000,
2.627500e-03,2.720000,2.627500e-03,0.018000,2.627500e-03,4.400000,
2.628000e-03,2.720000,2.628000e-03,0.004000,2.628000e-03,4.400000,
2.628500e-03,2.720000,2.628500e-03,0.012000,2.628500e-03,4.400000,
2.629000e-03,2.760000,2.629000e-03,0.020000,2.629000e-03,4.400000,
2.629500e-03,2.720000,2.629500e-03,0.018000,2.629500e-03,4.400000,
2.630000e-03,2.720000,2.630000e-03,0.012000,2.630000e-03,4.400000,
2.630500e-03,2.720000,2.630500e-03,0.020000,2.630500e-03,4.400000,
2.631000e-03,2.720000,2.631000e-03,0.006000,2.631000e-03,4.400000,
2.631500e-03,2.720000,2.631500e-03,0.012000,2.631500e-03,4.400000,
2.632000e-03,2.720000,2.632000e-03,0.004000,2.632000e-03,4.400000,
2.632500e-03,2.720000,2.632500e-03,0.010000,2.632500e-03,4.400000,
2.633000e-03,2.720000,2.633000e-03,0.010000,2.633000e-03,4.400000,
2.633500e-03,2.720000,2.633500e-03,0.006000,2.633500e-03,4.400000,
2.634000e-03,2.680000,2.634000e-03,0.000000,2.634000e-03,4.400000,
2.634500e-03,2.720000,2.634500e-03,0.004000,2.634500e-03,4.400000,
2.635000e-03,2.720000,2.635000e-03,0.000000,2.635000e-03,4.400000,
2.635500e-03,2.720000,2.635500e-03,0.012000,2.635500e-03,4.400000,
2.636000e-03,2.720000,2.636000e-03,0.006000,2.636000e-03,4.400000,
2.636500e-03,2.720000,2.636500e-03,0.014000,2.636500e-03,4.400000,
2.637000e-03,2.720000,2.637000e-03,0.004000,2.637000e-03,4.400000,
2.637500e-03,2.720000,2.637500e-03,0.014000,2.637500e-03,4.400000,
2.638000e-03,2.720000,2.638000e-03,0.014000,2.638000e-03,4.400000,
2.638500e-03,2.720000,2.638500e-03,0.014000,2.638500e-03,4.400000,
2.639000e-03,2.720000,2.639000e-03,0.010000,2.639000e-03,4.400000,
2.639500e-03,2.720000,2.639500e-03,0.002000,2.639500e-03,4.400000,
2.640000e-03,2.720000,2.640000e-03,0.018000,2.640000e-03,4.400000,
2.640500e-03,2.720000,2.640500e-03,0.002000,2.640500e-03,4.400000,
2.641000e-03,2.720000,2.641000e-03,0.002000,2.641000e-03,4.400000,
2.641500e-03,2.720000,2.641500e-03,0.014000,2.641500e-03,4.400000,
2.642000e-03,2.720000,2.642000e-03,0.002000,2.642000e-03,4.400000,
2.642500e-03,2.760000,2.642500e-03,0.006000,2.642500e-03,4.480000,
2.643000e-03,2.720000,2.643000e-03,0.012000,2.643000e-03,4.480000,
2.643500e-03,2.760000,2.643500e-03,0.018000,2.643500e-03,4.480000,
2.644000e-03,2.720000,2.644000e-03,0.002000,2.644000e-03,4.480000,
2.644500e-03,2.760000,2.644500e-03,0.006000,2.644500e-03,4.480000,
2.645000e-03,2.720000,2.645000e-03,0.002000,2.645000e-03,4.400000,
2.645500e-03,2.720000,2.645500e-03,0.004000,2.645500e-03,4.400000,
2.646000e-03,2.720000,2.646000e-03,0.002000,2.646000e-03,4.400000,
2.646500e-03,2.720000,2.646500e-03,0.002000,2.646500e-03,4.400000,
2.647000e-03,2.760000,2.647000e-03,0.002000,2.647000e-03,4.480000,
2.647500e-03,2.760000,2.647500e-03,0.006000,2.647500e-03,4.480000,
2.648000e-03,2.760000,2.648000e-03,0.000000,2.648000e-03,4.480000,
2.648500e-03,2.720000,2.648500e-03,0.000000,2.648500e-03,4.400000,
2.649000e-03,2.720000,2.649000e-03,0.004000,2.649000e-03,4.480000,
2.649500e-03,2.720000,2.649500e-03,0.000000,2.649500e-03,4.480000,
2.650000e-03,2.720000,2.650000e-03,0.002000,2.650000e-03,4.400000,
2.650500e-03,2.720000,2.650500e-03,0.002000,2.650500e-03,4.480000,
2.651000e-03,2.720000,2.651000e-03,0.002000,2.651000e-03,4.480000,
2.651500e-03,2.720000,2.651500e-03,0.006000,2.651500e-03,4.480000,
2.652000e-03,2.720000,2.652000e-03,0.004000,2.652000e-03,4.400000,
2.652500e-03,2.720000,2.652500e-03,0.000000,2.652500e-03,4.400000,
2.653000e-03,2.720000,2.653000e-03,0.004000,2.653000e-03,4.480000,
2.653500e-03,2.720000,2.653500e-03,0.010000,2.653500e-03,4.480000,
2.654000e-03,2.720000,2.654000e-03,-0.004000,2.654000e-03,4.480000,
2.654500e-03,2.720000,2.654500e-03,0.002000,2.654500e-03,4.400000,
2.655000e-03,2.720000,2.655000e-03,-0.006000,2.655000e-03,4.480000,
2.655500e-03,2.720000,2.655500e-03,0.004000,2.655500e-03,4.480000,
2.656000e-03,2.720000,2.656000e-03,0.004000,2.656000e-03,4.480000,
2.656500e-03,2.720000,2.656500e-03,-0.004000,2.656500e-03,4.480000,
2.657000e-03,2.720000,2.657000e-03,0.002000,2.657000e-03,4.480000,
2.657500e-03,2.720000,2.657500e-03,0.000000,2.657500e-03,4.480000,
2.658000e-03,2.720000,2.658000e-03,0.006000,2.658000e-03,4.480000,
2.658500e-03,2.720000,2.658500e-03,-0.004000,2.658500e-03,4.480000,
2.659000e-03,2.720000,2.659000e-03,0.000000,2.659000e-03,4.480000,
2.659500e-03,2.720000,2.659500e-03,-0.004000,2.659500e-03,4.480000,
2.660000e-03,2.720000,2.660000e-03,0.000000,2.660000e-03,4.480000,
2.660500e-03,2.720000,2.660500e-03,0.000000,2.660500e-03,4.480000,
2.661000e-03,2.720000,2.661000e-03,-0.008000,2.661000e-03,4.480000,
2.661500e-03,2.720000,2.661500e-03,-0.004000,2.661500e-03,4.480000,
2.662000e-03,2.720000,2.662000e-03,-0.004000,2.662000e-03,4.480000,
2.662500e-03,2.720000,2.662500e-03,0.002000,2.662500e-03,4.480000,
2.663000e-03,2.720000,2.663000e-03,0.002000,2.663000e-03,4.480000,
2.663500e-03,2.720000,2.663500e-03,-0.006000,2.663500e-03,4.480000,
2.664000e-03,2.720000,2.664000e-03,0.000000,2.664000e-03,4.480000,
2.664500e-03,2.720000,2.664500e-03,0.006000,2.664500e-03,4.480000,
2.665000e-03,2.760000,2.665000e-03,0.002000,2.665000e-03,4.480000,
2.665500e-03,2.720000,2.665500e-03,-0.004000,2.665500e-03,4.480000,
2.666000e-03,2.720000,2.666000e-03,-0.004000,2.666000e-03,4.480000,
2.666500e-03,2.720000,2.666500e-03,-0.012000,2.666500e-03,4.480000,
2.667000e-03,2.720000,2.667000e-03,-0.006000,2.667000e-03,4.480000,
2.667500e-03,2.720000,2.667500e-03,-0.004000,2.667500e-03,4.480000,
2.668000e-03,2.760000,2.668000e-03,-0.006000,2.668000e-03,4.480000,
2.668500e-03,2.720000,2.668500e-03,-0.004000,2.668500e-03,4.480000,
2.669000e-03,2.720000,2.669000e-03,-0.008000,2.669000e-03,4.480000,
2.669500e-03,2.720000,2.669500e-03,-0.008000,2.669500e-03,4.480000,
2.670000e-03,2.760000,2.670000e-03,-0.004000,2.670000e-03,4.480000,
2.670500e-03,2.760000,2.670500e-03,-0.008000,2.670500e-03,4.560000,
2.671000e-03,2.720000,2.671000e-03,-0.006000,2.671000e-03,4.480000,
2.671500e-03,2.760000,2.671500e-03,-0.004000,2.671500e-03,4.480000,
2.672000e-03,2.720000,2.672000e-03,-0.008000,2.672000e-03,4.480000,
2.672500e-03,2.760000,2.672500e-03,-0.008000,2.672500e-03,4.480000,
2.673000e-03,2.720000,2.673000e-03,0.000000,2.673000e-03,4.480000,
2.673500e-03,2.720000,2.673500e-03,-0.006000,2.673500e-03,4.480000,
2.674000e-03,2.720000,2.674000e-03,-0.006000,2.674000e-03,4.480000,
2.674500e-03,2.720000,2.674500e-03,0.000000,2.674500e-03,4.480000,
2.675000e-03,2.720000,2.675000e-03,-0.016000,2.675000e-03,4.480000,
2.675500e-03,2.720000,2.675500e-03,-0.004000,2.675500e-03,4.480000,
2.676000e-03,2.720000,2.676000e-03,-0.004000,2.676000e-03,4.480000,
2.676500e-03,2.720000,2.676500e-03,-0.006000,2.676500e-03,4.480000,
2.677000e-03,2.720000,2.677000e-03,-0.004000,2.677000e-03,4.480000,
2.677500e-03,2.760000,2.677500e-03,-0.020000,2.677500e-03,4.560000,
2.678000e-03,2.720000,2.678000e-03,0.000000,2.678000e-03,4.480000,
2.678500e-03,2.720000,2.678500e-03,-0.014000,2.678500e-03,4.480000,
2.679000e-03,2.760000,2.679000e-03,-0.014000,2.679000e-03,4.560000,
2.679500e-03,2.760000,2.679500e-03,-0.004000,2.679500e-03,4.480000,
2.680000e-03,2.720000,2.680000e-03,-0.008000,2.680000e-03,4.480000,
2.680500e-03,2.720000,2.680500e-03,0.000000,2.680500e-03,4.480000,
2.681000e-03,2.760000,2.681000e-03,0.000000,2.681000e-03,4.480000,
2.681500e-03,2.720000,2.681500e-03,-0.006000,2.681500e-03,4.480000,
2.682000e-03,2.760000,2.682000e-03,-0.008000,2.682000e-03,4.560000,
2.682500e-03,2.760000,2.682500e-03,-0.006000,2.682500e-03,4.560000,
2.683000e-03,2.760000,2.683000e-03,-0.004000,2.683000e-03,4.560000,
2.683500e-03,2.760000,2.683500e-03,-0.006000,2.683500e-03,4.560000,
2.684000e-03,2.720000,2.684000e-03,-0.006000,2.684000e-03,4.480000,
2.684500e-03,2.720000,2.684500e-03,-0.008000,2.684500e-03,4.560000,
2.685000e-03,2.720000,2.685000e-03,-0.012000,2.685000e-03,4.560000,
2.685500e-03,2.760000,2.685500e-03,-0.014000,2.685500e-03,4.560000,
2.686000e-03,2.760000,2.686000e-03,-0.014000,2.686000e-03,4.560000,
2.686500e-03,2.720000,2.686500e-03,-0.008000,2.686500e-03,4.560000,
2.687000e-03,2.720000,2.687000e-03,-0.014000,2.687000e-03,4.480000,
2.687500e-03,2.720000,2.687500e-03,-0.020000,2.687500e-03,4.560000,
2.688000e-03,2.720000,2.688000e-03,-0.012000,2.688000e-03,4.480000,
2.688500e-03,2.760000,2.688500e-03,-0.014000,2.688500e-03,4.560000,
2.689000e-03,2.720000,2.689000e-03,-0.016000,2.689000e-03,4.480000,
2.689500e-03,2.720000,2.689500e-03,-0.012000,2.689500e-03,4.480000,
2.690000e-03,2.720000,2.690000e-03,-0.008000,2.690000e-03,4.480000,
2.690500e-03,2.720000,2.690500e-03,-0.016000,2.690500e-03,4.480000,
2.691000e-03,2.720000,2.691000e-03,-0.014000,2.691000e-03,4.560000,
2.691500e-03,2.720000,2.691500e-03,-0.024000,2.691500e-03,4.560000,
2.692000e-03,2.720000,2.692000e-03,-0.020000,2.692000e-03,4.480000,
2.692500e-03,2.720000,2.692500e-03,-0.024000,2.692500e-03,4.560000,
2.693000e-03,2.720000,2.693000e-03,-0.020000,2.693000e-03,4.560000,
2.693500e-03,2.720000,2.693500e-03,-0.004000,2.693500e-03,4.560000,
2.694000e-03,2.760000,2.694000e-03,-0.016000,2.694000e-03,4.560000,
2.694500e-03,2.760000,2.694500e-03,-0.020000,2.694500e-03,4.560000,
2.695000e-03,2.760000,2.695000e-03,-0.016000,2.695000e-03,4.560000,
2.695500e-03,2.720000,2.695500e-03,-0.016000,2.695500e-03,4.560000,
2.696000e-03,2.720000,2.696000e-03,-0.012000,2.696000e-03,4.560000,
2.696500e-03,2.720000,2.696500e-03,-0.014000,2.696500e-03,4.560000,
2.697000e-03,2.720000,2.697000e-03,-0.014000,2.697000e-03,4.560000,
2.697500e-03,2.720000,2.697500e-03,-0.016000,2.697500e-03,4.560000,
2.698000e-03,2.720000,2.698000e-03,-0.014000,2.698000e-03,4.560000,
2.698500e-03,2.720000,2.698500e-03,-0.004000,2.698500e-03,4.560000,
2.699000e-03,2.720000,2.699000e-03,-0.020000,2.699000e-03,4.560000,
2.699500e-03,2.720000,2.699500e-03,-0.014000,2.699500e-03,4.560000,
2.700000e-03,2.720000,2.700000e-03,-0.020000,2.700000e-03,4.560000,
2.700500e-03,2.720000,2.700500e-03,-0.024000,2.700500e-03,4.560000,
2.701000e-03,2.760000,2.701000e-03,-0.014000,2.701000e-03,4.560000,
2.701500e-03,2.760000,2.701500e-03,-0.014000,2.701500e-03,4.560000,
2.702000e-03,2.720000,2.702000e-03,-0.016000,2.702000e-03,4.560000,
2.702500e-03,2.720000,2.702500e-03,-0.006000,2.702500e-03,4.560000,
2.703000e-03,2.760000,2.703000e-03,-0.020000,2.703000e-03,4.560000,
2.703500e-03,2.720000,2.703500e-03,-0.020000,2.703500e-03,4.560000,
2.704000e-03,2.760000,2.704000e-03,-0.016000,2.704000e-03,4.560000,
2.704500e-03,2.760000,2.704500e-03,-0.014000,2.704500e-03,4.560000,
2.705000e-03,2.760000,2.705000e-03,-0.014000,2.705000e-03,4.560000,
2.705500e-03,2.720000,2.705500e-03,-0.016000,2.705500e-03,4.560000,
2.706000e-03,2.720000,2.706000e-03,-0.008000,2.706000e-03,4.560000,
2.706500e-03,2.720000,2.706500e-03,-0.020000,2.706500e-03,4.560000,
2.707000e-03,2.720000,2.707000e-03,-0.020000,2.707000e-03,4.560000,
2.707500e-03,2.760000,2.707500e-03,-0.014000,2.707500e-03,4.560000,
2.708000e-03,2.720000,2.708000e-03,-0.028000,2.708000e-03,4.560000,
2.708500e-03,2.720000,2.708500e-03,-0.012000,2.708500e-03,4.560000,
2.709000e-03,2.720000,2.709000e-03,-0.022000,2.709000e-03,4.560000,
2.709500e-03,2.760000,2.709500e-03,-0.030000,2.709500e-03,4.560000,
2.710000e-03,2.760000,2.710000e-03,-0.020000,2.710000e-03,4.560000,
2.710500e-03,2.720000,2.710500e-03,-0.014000,2.710500e-03,4.560000,
2.711000e-03,2.760000,2.711000e-03,-0.006000,2.711000e-03,4.560000,
2.711500e-03,2.720000,2.711500e-03,-0.020000,2.711500e-03,4.560000,
2.712000e-03,2.760000,2.712000e-03,-0.016000,2.712000e-03,4.560000,
2.712500e-03,2.760000,2.712500e-03,-0.022000,2.712500e-03,4.560000,
2.713000e-03,2.720000,2.713000e-03,-0.020000,2.713000e-03,4.560000,
2.713500e-03,2.760000,2.713500e-03,-0.022000,2.713500e-03,4.560000,
2.714000e-03,2.760000,2.714000e-03,-0.024000,2.714000e-03,4.560000,
2.714500e-03,2.720000,2.714500e-03,-0.020000,2.714500e-03,4.560000,
2.715000e-03,2.760000,2.715000e-03,-0.012000,2.715000e-03,4.560000,
2.715500e-03,2.760000,2.715500e-03,-0.022000,2.715500e-03,4.560000,
2.716000e-03,2.760000,2.716000e-03,-0.028000,2.716000e-03,4.560000,
2.716500e-03,2.760000,2.716500e-03,-0.024000,2.716500e-03,4.560000,
2.717000e-03,2.760000,2.717000e-03,-0.036000,2.717000e-03,4.640000,
2.717500e-03,2.720000,2.717500e-03,-0.022000,2.717500e-03,4.560000,
2.718000e-03,2.720000,2.718000e-03,-0.030000,2.718000e-03,4.560000,
2.718500e-03,2.720000,2.718500e-03,-0.020000,2.718500e-03,4.560000,
2.719000e-03,2.720000,2.719000e-03,-0.024000,2.719000e-03,4.640000,
2.719500e-03,2.720000,2.719500e-03,-0.024000,2.719500e-03,4.560000,
2.720000e-03,2.720000,2.720000e-03,-0.006000,2.720000e-03,4.560000,
2.720500e-03,2.720000,2.720500e-03,-0.014000,2.720500e-03,4.560000,
2.721000e-03,2.720000,2.721000e-03,-0.022000,2.721000e-03,4.560000,
2.721500e-03,2.720000,2.721500e-03,-0.028000,2.721500e-03,4.560000,
2.722000e-03,2.720000,2.722000e-03,-0.016000,2.722000e-03,4.560000,
2.722500e-03,2.720000,2.722500e-03,-0.020000,2.722500e-03,4.640000,
2.723000e-03,2.720000,2.723000e-03,-0.016000,2.723000e-03,4.560000,
2.723500e-03,2.720000,2.723500e-03,-0.006000,2.723500e-03,4.560000,
2.724000e-03,2.720000,2.724000e-03,-0.022000,2.724000e-03,4.560000,
2.724500e-03,2.720000,2.724500e-03,-0.022000,2.724500e-03,4.560000,
2.725000e-03,2.720000,2.725000e-03,-0.014000,2.725000e-03,4.560000,
2.725500e-03,2.720000,2.725500e-03,-0.012000,2.725500e-03,4.560000,
2.726000e-03,2.720000,2.726000e-03,-0.028000,2.726000e-03,4.560000,
2.726500e-03,2.720000,2.726500e-03,-0.008000,2.726500e-03,4.560000,
2.727000e-03,2.720000,2.727000e-03,-0.028000,2.727000e-03,4.640000,
2.727500e-03,2.760000,2.727500e-03,-0.028000,2.727500e-03,4.640000,
2.728000e-03,2.720000,2.728000e-03,-0.014000,2.728000e-03,4.640000,
2.728500e-03,2.760000,2.728500e-03,-0.012000,2.728500e-03,4.640000,
2.729000e-03,2.720000,2.729000e-03,-0.020000,2.729000e-03,4.560000,
2.729500e-03,2.720000,2.729500e-03,-0.016000,2.729500e-03,4.640000,
2.730000e-03,2.760000,2.730000e-03,-0.016000,2.730000e-03,4.640000,
2.730500e-03,2.720000,2.730500e-03,-0.022000,2.730500e-03,4.640000,
2.731000e-03,2.720000,2.731000e-03,-0.022000,2.731000e-03,4.560000,
2.731500e-03,2.720000,2.731500e-03,-0.006000,2.731500e-03,4.640000,
2.732000e-03,2.720000,2.732000e-03,-0.028000,2.732000e-03,4.640000,
2.732500e-03,2.720000,2.732500e-03,-0.020000,2.732500e-03,4.640000,
2.733000e-03,2.720000,2.733000e-03,-0.020000,2.733000e-03,4.640000,
2.733500e-03,2.720000,2.733500e-03,-0.024000,2.733500e-03,4.640000,
2.734000e-03,2.720000,2.734000e-03,-0.028000,2.734000e-03,4.640000,
2.734500e-03,2.720000,2.734500e-03,-0.014000,2.734500e-03,4.640000,
2.735000e-03,2.720000,2.735000e-03,-0.036000,2.735000e-03,4.640000,
2.735500e-03,2.720000,2.735500e-03,-0.036000,2.735500e-03,4.560000,
2.736000e-03,2.720000,2.736000e-03,-0.024000,2.736000e-03,4.640000,
2.736500e-03,2.720000,2.736500e-03,-0.030000,2.736500e-03,4.640000,
2.737000e-03,2.720000,2.737000e-03,-0.022000,2.737000e-03,4.640000,
2.737500e-03,2.720000,2.737500e-03,-0.030000,2.737500e-03,4.640000,
2.738000e-03,2.720000,2.738000e-03,-0.028000,2.738000e-03,4.640000,
2.738500e-03,2.720000,2.738500e-03,-0.030000,2.738500e-03,4.640000,
2.739000e-03,2.720000,2.739000e-03,-0.012000,2.739000e-03,4.640000,
2.739500e-03,2.720000,2.739500e-03,-0.030000,2.739500e-03,4.640000,
2.740000e-03,2.720000,2.740000e-03,-0.020000,2.740000e-03,4.640000,
2.740500e-03,2.720000,2.740500e-03,-0.024000,2.740500e-03,4.640000,
2.741000e-03,2.720000,2.741000e-03,-0.022000,2.741000e-03,4.640000,
2.741500e-03,2.720000,2.741500e-03,-0.030000,2.741500e-03,4.640000,
2.742000e-03,2.720000,2.742000e-03,-0.028000,2.742000e-03,4.640000,
2.742500e-03,2.720000,2.742500e-03,-0.004000,2.742500e-03,4.640000,
2.743000e-03,2.760000,2.743000e-03,-0.028000,2.743000e-03,4.640000,
2.743500e-03,2.760000,2.743500e-03,-0.014000,2.743500e-03,4.640000,
2.744000e-03,2.760000,2.744000e-03,-0.036000,2.744000e-03,4.640000,
2.744500e-03,2.720000,2.744500e-03,-0.020000,2.744500e-03,4.640000,
2.745000e-03,2.720000,2.745000e-03,-0.032000,2.745000e-03,4.640000,
2.745500e-03,2.720000,2.745500e-03,-0.036000,2.745500e-03,4.640000,
2.746000e-03,2.720000,2.746000e-03,-0.020000,2.746000e-03,4.640000,
2.746500e-03,2.720000,2.746500e-03,-0.028000,2.746500e-03,4.640000,
2.747000e-03,2.720000,2.747000e-03,-0.028000,2.747000e-03,4.640000,
2.747500e-03,2.720000,2.747500e-03,-0.022000,2.747500e-03,4.640000,
2.748000e-03,2.720000,2.748000e-03,-0.030000,2.748000e-03,4.640000,
2.748500e-03,2.720000,2.748500e-03,-0.030000,2.748500e-03,4.640000,
2.749000e-03,2.720000,2.749000e-03,-0.024000,2.749000e-03,4.640000,
2.749500e-03,2.720000,2.749500e-03,-0.016000,2.749500e-03,4.640000,
2.750000e-03,2.720000,2.750000e-03,-0.020000,2.750000e-03,4.640000,
2.750500e-03,2.720000,2.750500e-03,-0.022000,2.750500e-03,4.640000,
2.751000e-03,2.720000,2.751000e-03,-0.020000,2.751000e-03,4.640000,
2.751500e-03,2.720000,2.751500e-03,-0.028000,2.751500e-03,4.640000,
2.752000e-03,2.720000,2.752000e-03,-0.030000,2.752000e-03,4.640000,
2.752500e-03,2.720000,2.752500e-03,-0.016000,2.752500e-03,4.640000,
2.753000e-03,2.720000,2.753000e-03,-0.036000,2.753000e-03,4.640000,
2.753500e-03,2.760000,2.753500e-03,-0.028000,2.753500e-03,4.640000,
2.754000e-03,2.760000,2.754000e-03,-0.038000,2.754000e-03,4.640000,
2.754500e-03,2.760000,2.754500e-03,-0.022000,2.754500e-03,4.640000,
2.755000e-03,2.720000,2.755000e-03,-0.024000,2.755000e-03,4.640000,
2.755500e-03,2.720000,2.755500e-03,-0.028000,2.755500e-03,4.640000,
2.756000e-03,2.720000,2.756000e-03,-0.028000,2.756000e-03,4.640000,
2.756500e-03,2.720000,2.756500e-03,-0.020000,2.756500e-03,4.640000,
2.757000e-03,2.760000,2.757000e-03,-0.020000,2.757000e-03,4.640000,
2.757500e-03,2.720000,2.757500e-03,-0.024000,2.757500e-03,4.640000,
2.758000e-03,2.720000,2.758000e-03,-0.024000,2.758000e-03,4.640000,
2.758500e-03,2.720000,2.758500e-03,-0.024000,2.758500e-03,4.640000,
2.759000e-03,2.720000,2.759000e-03,-0.024000,2.759000e-03,4.640000,
2.759500e-03,2.720000,2.759500e-03,-0.022000,2.759500e-03,4.640000,
2.760000e-03,2.720000,2.760000e-03,-0.030000,2.760000e-03,4.640000,
2.760500e-03,2.720000,2.760500e-03,-0.030000,2.760500e-03,4.640000,
2.761000e-03,2.760000,2.761000e-03,-0.024000,2.761000e-03,4.720000,
